writer_id,genuine,forgery,mismatched_files,unrecognized_files
396,24,30,,
397,24,30,,
398,24,30,,
399,24,30,,
400,24,30,,
401,24,30,,
402,24,30,,
403,24,30,,
404,24,30,,
405,24,30,,
406,24,30,,
407,24,30,,
408,24,30,,
409,24,30,,
410,24,30,,
411,24,30,,
412,24,30,,
413,24,30,,
414,24,30,,
415,24,30,,
416,24,30,,
417,24,30,,
418,24,30,,
419,24,30,,
420,24,30,,
421,24,30,,
422,24,30,,
423,24,30,,
424,24,30,,
425,24,30,,
426,24,30,,
427,24,30,,
428,24,30,,
429,24,30,,
430,24,30,,
431,24,30,,
432,24,30,,
433,24,30,,
434,24,30,,
435,24,30,,
436,24,30,,
437,24,30,,
438,24,30,,
439,24,30,,
440,24,30,,
441,24,30,,
442,24,30,,
443,24,30,,
444,24,30,,
445,24,30,,
446,24,30,,
447,24,30,,
448,24,30,,
449,24,30,,
450,24,30,,
451,24,30,,
452,24,30,,
453,24,30,,
454,24,30,,
455,24,30,,
456,24,30,,
457,24,30,,
458,24,30,,
459,24,30,,
460,24,30,,
461,24,30,,
462,24,30,,
463,24,30,,
464,24,30,,
465,24,30,,
466,24,30,,
467,24,30,,
468,24,30,,
469,24,30,,
470,24,30,,
471,24,30,,
472,24,30,,
473,24,30,,
474,24,30,,
475,24,30,,
476,24,30,,
477,24,30,,
478,24,30,,
479,24,30,,
480,24,30,,
481,24,30,,
482,24,30,,
483,24,30,,
484,24,30,,
485,24,30,,
486,24,30,,
487,24,30,,
488,24,30,,
489,24,30,,
490,24,30,,
491,24,30,,
492,24,30,,
493,24,30,,
494,24,30,,
495,24,30,,
496,24,30,,
497,24,30,,
498,24,30,,
499,24,30,,
500,24,30,,
501,24,30,,
502,24,30,,
503,24,30,,
504,24,30,,
505,24,30,,
506,24,30,,
507,24,30,,
508,24,30,,
509,24,30,,
510,24,30,,
511,24,30,,
512,24,30,,
513,24,30,,
514,24,30,,
515,24,30,,
516,24,30,,
517,24,30,,
518,24,30,,
519,24,30,,
520,24,30,,
521,24,30,,
522,24,30,,
523,24,30,,
524,24,30,,
525,24,30,,
526,24,30,,
527,24,30,,
528,24,30,,
529,24,30,,
530,24,30,,
531,24,30,,
532,24,30,,
533,24,30,,
534,24,30,,
535,24,30,,
536,24,30,,
537,24,30,,
538,24,30,,
539,24,30,,
540,24,30,,
541,24,30,,
542,24,30,,
543,24,30,,
544,24,30,,
545,24,30,,
546,24,30,,
547,24,30,,
548,24,30,,
549,24,30,,
550,24,30,,
551,24,30,,
552,24,30,,
553,24,30,,
554,24,30,,
555,24,30,,
556,24,30,,
557,24,30,,
558,24,30,,
559,24,30,,
560,24,30,,
561,24,30,,
562,24,30,,
563,24,30,,
564,24,30,,
565,24,30,,
566,24,30,,
567,24,30,,
568,24,30,,
569,24,30,,
570,24,30,,
571,24,30,,
572,24,30,,
573,24,30,,
574,24,30,,
575,24,30,,
576,24,30,,
577,24,30,,
578,24,30,,
579,24,30,,
580,24,30,,
581,24,30,,
582,24,30,,
583,24,30,,
584,24,30,,
585,24,30,,
586,24,30,,
587,24,30,,
588,24,30,,
589,24,30,,
590,24,30,,
591,24,30,,
592,24,30,,
593,24,30,,
594,24,30,,
595,24,30,,
596,24,30,,
597,24,30,,
598,24,30,,
599,24,30,,
600,24,30,,
601,24,30,,
602,24,30,,
603,24,30,,
604,24,30,,
605,24,30,,
606,24,30,,
607,24,30,,
608,24,30,,
609,24,30,,
610,24,30,,
611,24,30,,
612,24,30,,
613,24,30,,
614,24,30,,
615,24,30,,
616,24,30,,
617,24,30,,
618,24,30,,
619,24,30,,
620,24,30,,
621,24,30,,
622,24,30,,
623,24,30,,
624,24,30,,
625,24,30,,
626,24,30,,
627,24,30,,
628,24,30,,
629,24,30,,
630,24,30,,
631,24,30,,
632,24,30,,
633,24,30,,
634,24,30,,
635,24,30,,
636,24,30,,
637,24,30,,
638,24,30,,
639,24,30,,
640,24,30,,
641,24,30,,
642,24,30,,
643,24,30,,
644,24,30,,
645,24,30,,
646,24,30,,
647,24,30,,
648,24,30,,
649,24,30,,
650,24,30,,
651,24,30,,
652,24,30,,
653,24,30,,
654,24,30,,
655,24,30,,
656,24,30,,
657,24,30,,
658,24,30,,
659,24,30,,
660,24,30,,
661,24,30,,
662,24,30,,
663,24,30,,
664,24,30,,
665,24,30,,
666,24,30,,
667,24,30,,
668,24,30,,
669,24,30,,
670,24,30,,
671,24,30,,
672,24,30,,
673,24,30,,
674,24,30,,
675,24,30,,
676,24,30,,
677,24,30,,
678,24,30,,
679,24,30,,
680,24,30,,
681,24,30,,
682,24,30,,
683,24,30,,
684,24,30,,
685,24,30,,
686,24,30,,
687,24,30,,
688,24,30,,
689,24,30,,
690,24,30,,
691,24,30,,
692,24,30,,
693,24,30,,
694,24,30,,
695,24,30,,
696,24,30,,
697,24,30,,
698,24,30,,
699,24,30,,
700,24,30,,
701,24,30,,
702,24,30,,
703,24,30,,
704,24,30,,
705,24,30,,
706,24,30,,
707,24,30,,
708,24,30,,
709,24,30,,
710,24,30,,
711,24,30,,
712,24,30,,
713,24,30,,
714,24,30,,
715,24,30,,
716,24,30,,
717,24,30,,
718,24,30,,
719,24,30,,
720,24,30,,
721,24,30,,
722,24,30,,
723,24,30,,
724,24,30,,
725,24,30,,
726,24,30,,
727,24,30,,
728,24,30,,
729,24,30,,
730,24,30,,
731,24,30,,
732,24,30,,
733,24,30,,
734,24,30,,
735,24,30,,
736,24,30,,
737,24,30,,
738,24,30,,
739,24,30,,
740,24,30,,
741,24,30,,
742,24,30,,
743,24,30,,
744,24,30,,
745,24,30,,
746,24,30,,
747,24,30,,
748,24,30,,
749,24,30,,
750,24,30,,
751,24,30,,
752,24,30,,
753,24,30,,
754,24,30,,
755,24,30,,
756,24,30,,
757,24,30,,
758,24,30,,
759,24,30,,
760,24,30,,
761,24,30,,
762,24,30,,
763,24,30,,
764,24,30,,
765,24,30,,
766,24,30,,
767,24,30,,
768,24,30,,
769,24,30,,
770,24,30,,
771,24,30,,
772,24,30,,
773,24,30,,
774,24,30,,
775,24,30,,
776,24,30,,
777,24,30,,
778,24,30,,
779,24,30,,
780,24,30,,
781,24,30,,
782,24,30,,
783,24,30,,
784,24,30,,
785,24,30,,
786,24,30,,
787,24,30,,
788,24,30,,
789,24,30,,
790,24,30,,
791,24,30,,
792,24,30,,
793,24,30,,
794,24,30,,
795,24,30,,
796,24,30,,
797,24,30,,
798,24,30,,
799,24,30,,
800,24,30,,
801,24,30,,
802,24,30,,
803,24,30,,
804,24,30,,
805,24,30,,
806,24,30,,
807,24,30,,
808,24,30,,
809,24,30,,
810,24,30,,
811,24,30,,
812,24,30,,
813,24,30,,
814,24,30,,
815,24,30,,
816,24,30,,
817,24,30,,
818,24,30,,
819,24,30,,
820,24,30,,
821,24,30,,
822,24,30,,
823,24,30,,
824,24,30,,
825,24,30,,
826,24,30,,
827,24,30,,
828,24,30,,
829,24,30,,
830,24,30,,
831,24,30,,
832,24,30,,
833,24,30,,
834,24,30,,
835,24,30,,
836,24,30,,
837,24,30,,
838,24,30,,
839,24,30,,
840,24,30,,
841,24,30,,
842,24,30,,
843,24,30,,
844,24,30,,
845,24,30,,
846,24,30,,
847,24,30,,
848,24,30,,
849,24,30,,
850,24,30,,
851,24,30,,
852,24,30,,
853,24,30,,
854,24,30,,
855,24,30,,
856,24,30,,
857,24,30,,
858,24,30,,
859,24,30,,
860,24,30,,
861,24,30,,
862,24,30,,
863,24,30,,
864,24,30,,
865,24,30,,
866,24,30,,
867,24,30,,
868,24,30,,
869,24,30,,
870,24,30,,
871,24,30,,
872,24,30,,
873,24,30,,
874,24,30,,
875,24,30,,
876,24,30,,
877,24,30,,
878,24,30,,
879,24,30,,
880,24,30,,
881,24,30,,
882,24,30,,
883,24,30,,
884,24,30,,
885,24,30,,
886,24,30,,
887,24,30,,
888,24,30,,
889,24,30,,
890,24,30,,
891,24,30,,
892,24,30,,
893,24,30,,
894,24,30,,
895,24,30,,
896,24,30,,
897,24,30,,
898,24,30,,
899,24,30,,
900,24,30,,
901,24,30,,
902,24,30,,
903,24,30,,
904,24,30,,
905,24,30,,
906,24,30,,
907,24,30,,
908,24,30,,
909,24,30,,
910,24,30,,
911,24,30,,
912,24,30,,
913,24,30,,
914,24,30,,
915,24,30,,
916,24,30,,
917,24,30,,
918,24,30,,
919,24,30,,
920,24,30,,
921,24,30,,
922,24,30,,
923,24,30,,
924,24,30,,
925,24,30,,
926,24,30,,
927,24,30,,
928,24,30,,
929,24,30,,
930,24,30,,
931,24,30,,
932,24,30,,
933,24,30,,
934,24,30,,
935,24,30,,
936,24,30,,
937,24,30,,
938,24,30,,
939,24,30,,
940,24,30,,
941,24,30,,
942,24,30,,
943,24,30,,
944,24,30,,
945,24,30,,
946,24,30,,
947,24,30,,
948,24,30,,
949,24,30,,
950,24,30,,
951,24,30,,
952,24,30,,
953,24,30,,
954,24,30,,
955,24,30,,
956,24,30,,
957,24,30,,
958,24,30,,
959,24,30,,
960,24,30,,
961,24,30,,
962,24,30,,
963,24,30,,
964,24,30,,
965,24,30,,
966,24,30,,
967,24,30,,
968,24,30,,
969,24,30,,
970,24,30,,
971,24,30,,
972,24,30,,
973,24,30,,
974,24,30,,
975,24,30,,
976,24,30,,
977,24,30,,
978,24,30,,
979,24,30,,
980,24,30,,
981,24,30,,
982,24,30,,
983,24,30,,
984,24,30,,
985,24,30,,
986,24,30,,
987,24,30,,
988,24,30,,
989,24,30,,
990,24,30,,
991,24,30,,
992,24,30,,
993,24,30,,
994,24,30,,
995,24,30,,
996,24,30,,
997,24,30,,
998,24,30,,
999,24,30,,
1000,24,30,,
1001,24,30,,
1002,24,30,,
1003,24,30,,
1004,24,30,,
1005,24,30,,
1006,24,30,,
1007,24,30,,
1008,24,30,,
1009,24,30,,
1010,24,30,,
1011,24,30,,
1012,24,30,,
1013,24,30,,
1014,24,30,,
1015,24,30,,
1016,24,30,,
1017,24,30,,
1018,24,30,,
1019,24,30,,
1020,24,30,,
1021,24,30,,
1022,24,30,,
1023,24,30,,
1024,24,30,,
1025,24,30,,
1026,24,30,,
1027,24,30,,
1028,24,30,,
1029,24,30,,
1030,24,30,,
1031,24,30,,
1032,24,30,,
1033,24,30,,
1034,24,30,,
1035,24,30,,
1036,24,30,,
1037,24,30,,
1038,24,30,,
1039,24,30,,
1040,24,30,,
1041,24,30,,
1042,24,30,,
1043,24,30,,
1044,24,30,,
1045,24,30,,
1046,24,30,,
1047,24,30,,
1048,24,30,,
1049,24,30,,
1050,24,30,,
1051,24,30,,
1052,24,30,,
1053,24,30,,
1054,24,30,,
1055,24,30,,
1056,24,30,,
1057,24,30,,
1058,24,30,,
1059,24,30,,
1060,24,30,,
1061,24,30,,
1062,24,30,,
1063,24,30,,
1064,24,30,,
1065,24,30,,
1066,24,30,,
1067,24,30,,
1068,24,30,,
1069,24,30,,
1070,24,30,,
1071,24,30,,
1072,24,30,,
1073,24,30,,
1074,24,30,,
1075,24,30,,
1076,24,30,,
1077,24,30,,
1078,24,30,,
1079,24,30,,
1080,24,30,,
1081,24,30,,
1082,24,30,,
1083,24,30,,
1084,24,30,,
1085,24,30,,
1086,24,30,,
1087,24,30,,
1088,24,30,,
1089,24,30,,
1090,24,30,,
1091,24,30,,
1092,24,30,,
1093,24,30,,
1094,24,30,,
1095,24,30,,
1096,24,30,,
1097,24,30,,
1098,24,30,,
1099,24,30,,
1100,24,30,,
1101,24,30,,
1102,24,30,,
1103,24,30,,
1104,24,30,,
1105,24,30,,
1106,24,30,,
1107,24,30,,
1108,24,30,,
1109,24,30,,
1110,24,30,,
1111,24,30,,
1112,24,30,,
1113,24,30,,
1114,24,30,,
1115,24,30,,
1116,24,30,,
1117,24,30,,
1118,24,30,,
1119,24,30,,
1120,24,30,,
1121,24,30,,
1122,24,30,,
1123,24,30,,
1124,24,30,,
1125,24,30,,
1126,24,30,,
1127,24,30,,
1128,24,30,,
1129,24,30,,
1130,24,30,,
1131,24,30,,
1132,24,30,,
1133,24,30,,
1134,24,30,,
1135,24,30,,
1136,24,30,,
1137,24,30,,
1138,24,30,,
1139,24,30,,
1140,24,30,,
1141,24,30,,
1142,24,30,,
1143,24,30,,
1144,24,30,,
1145,24,30,,
1146,24,30,,
1147,24,30,,
1148,24,30,,
1149,24,30,,
1150,24,30,,
1151,24,30,,
1152,24,30,,
1153,24,30,,
1154,24,30,,
1155,24,30,,
1156,24,30,,
1157,24,30,,
1158,24,30,,
1159,24,30,,
1160,24,30,,
1161,24,30,,
1162,24,30,,
1163,24,30,,
1164,24,30,,
1165,24,30,,
1166,24,30,,
1167,24,30,,
1168,24,30,,
1169,24,30,,
1170,24,30,,
1171,24,30,,
1172,24,30,,
1173,24,30,,
1174,24,30,,
1175,24,30,,
1176,24,30,,
1177,24,30,,
1178,24,30,,
1179,24,30,,
1180,24,30,,
1181,24,30,,
1182,24,30,,
1183,24,30,,
1184,24,30,,
1185,24,30,,
1186,24,30,,
1187,24,30,,
1188,24,30,,
1189,24,30,,
1190,24,30,,
1191,24,30,,
1192,24,30,,
1193,24,30,,
1194,24,30,,
1195,24,30,,
1196,24,30,,
1197,24,30,,
1198,24,30,,
1199,24,30,,
1200,24,30,,
1201,24,30,,
1202,24,30,,
1203,24,30,,
1204,24,30,,
1205,24,30,,
1206,24,30,,
1207,24,30,,
1208,24,30,,
1209,24,30,,
1210,24,30,,
1211,24,30,,
1212,24,30,,
1213,24,30,,
1214,24,30,,
1215,24,30,,
1216,24,30,,
1217,24,30,,
1218,24,30,,
1219,24,30,,
1220,24,30,,
1221,24,30,,
1222,24,30,,
1223,24,30,,
1224,24,30,,
1225,24,30,,
1226,24,30,,
1227,24,30,,
1228,24,30,,
1229,24,30,,
1230,24,30,,
1231,24,30,,
1232,24,30,,
1233,24,30,,
1234,24,30,,
1235,24,30,,
1236,24,30,,
1237,24,30,,
1238,24,30,,
1239,24,30,,
1240,24,30,,
1241,24,30,,
1242,24,30,,
1243,24,30,,
1244,24,30,,
1245,24,30,,
1246,24,30,,
1247,24,30,,
1248,24,30,,
1249,24,30,,
1250,24,30,,
1251,24,30,,
1252,24,30,,
1253,24,30,,
1254,24,30,,
1255,24,30,,
1256,24,30,,
1257,24,30,,
1258,24,30,,
1259,24,30,,
1260,24,30,,
1261,24,30,,
1262,24,30,,
1263,24,30,,
1264,24,30,,
1265,24,30,,
1266,24,30,,
1267,24,30,,
1268,24,30,,
1269,24,30,,
1270,24,30,,
1271,24,30,,
1272,24,30,,
1273,24,30,,
1274,24,30,,
1275,24,30,,
1276,24,30,,
1277,24,30,,
1278,24,30,,
1279,24,30,,
1280,24,30,,
1281,24,30,,
1282,24,30,,
1283,24,30,,
1284,24,30,,
1285,24,30,,
1286,24,30,,
1287,24,30,,
1288,24,30,,
1289,24,30,,
1290,24,30,,
1291,24,30,,
1292,24,30,,
1293,24,30,,
1294,24,30,,
1295,24,30,,
1296,24,30,,
1297,24,30,,
1298,24,30,,
1299,24,30,,
1300,24,30,,
1301,24,30,,
1302,24,30,,
1303,24,30,,
1304,24,30,,
1305,24,30,,
1306,24,30,,
1307,24,30,,
1308,24,30,,
1309,24,30,,
1310,24,30,,
1311,24,30,,
1312,24,30,,
1313,24,30,,
1314,24,30,,
1315,24,30,,
1316,24,30,,
1317,24,30,,
1318,24,30,,
1319,24,30,,
1320,24,30,,
1321,24,30,,
1322,24,30,,
1323,24,30,,
1324,24,30,,
1325,24,30,,
1326,24,30,,
1327,24,30,,
1328,24,30,,
1329,24,30,,
1330,24,30,,
1331,24,30,,
1332,24,30,,
1333,24,30,,
1334,24,30,,
1335,24,30,,
1336,24,30,,
1337,24,30,,
1338,24,30,,
1339,24,30,,
1340,24,30,,
1341,24,30,,
1342,24,30,,
1343,24,30,,
1344,24,30,,
1345,24,30,,
1346,24,30,,
1347,24,30,,
1348,24,30,,
1349,24,30,,
1350,24,30,,
1351,24,30,,
1352,24,30,,
1353,24,30,,
1354,24,30,,
1355,24,30,,
1356,24,30,,
1357,24,30,,
1358,24,30,,
1359,24,30,,
1360,24,30,,
1361,24,30,,
1362,24,30,,
1363,24,30,,
1364,24,30,,
1365,24,30,,
1366,24,30,,
1367,24,30,,
1368,24,30,,
1369,24,30,,
1370,24,30,,
1371,24,30,,
1372,24,30,,
1373,24,30,,
1374,24,30,,
1375,24,30,,
1376,24,30,,
1377,24,30,,
1378,24,30,,
1379,24,30,,
1380,24,30,,
1381,24,30,,
1382,24,30,,
1383,24,30,,
1384,24,30,,
1385,24,30,,
1386,24,30,,
1387,24,30,,
1388,24,30,,
1389,24,30,,
1390,24,30,,
1391,24,30,,
1392,24,30,,
1393,24,30,,
1394,24,30,,
1395,24,30,,
1396,24,30,,
1397,24,30,,
1398,24,30,,
1399,24,30,,
1400,24,30,,
1401,24,30,,
1402,24,30,,
1403,24,30,,
1404,24,30,,
1405,24,30,,
1406,24,30,,
1407,24,30,,
1408,24,30,,
1409,24,30,,
1410,24,30,,
1411,24,30,,
1412,24,30,,
1413,24,30,,
1414,24,30,,
1415,24,30,,
1416,24,30,,
1417,24,30,,
1418,24,30,,
1419,24,30,,
1420,24,30,,
1421,24,30,,
1422,24,30,,
1423,24,30,,
1424,24,30,,
1425,24,30,,
1426,24,30,,
1427,24,30,,
1428,24,30,,
1429,24,30,,
1430,24,30,,
1431,24,30,,
1432,24,30,,
1433,24,30,,
1434,24,30,,
1435,24,30,,
1436,24,30,,
1437,24,30,,
1438,24,30,,
1439,24,30,,
1440,24,30,,
1441,24,30,,
1442,24,30,,
1443,24,30,,
1444,24,30,,
1445,24,30,,
1446,24,30,,
1447,24,30,,
1448,24,30,,
1449,24,30,,
1450,24,30,,
1451,24,30,,
1452,24,30,,
1453,24,30,,
1454,24,30,,
1455,24,30,,
1456,24,30,,
1457,24,30,,
1458,24,30,,
1459,24,30,,
1460,24,30,,
1461,24,30,,
1462,24,30,,
1463,24,30,,
1464,24,30,,
1465,24,30,,
1466,24,30,,
1467,24,30,,
1468,24,30,,
1469,24,30,,
1470,24,30,,
1471,24,30,,
1472,24,30,,
1473,24,30,,
1474,24,30,,
1475,24,30,,
1476,24,30,,
1477,24,30,,
1478,24,30,,
1479,24,30,,
1480,24,30,,
1481,24,30,,
1482,24,30,,
1483,24,30,,
1484,24,30,,
1485,24,30,,
1486,24,30,,
1487,24,30,,
1488,24,30,,
1489,24,30,,
1490,24,30,,
1491,24,30,,
1492,24,30,,
1493,24,30,,
1494,24,30,,
1495,24,30,,
1496,24,30,,
1497,24,30,,
1498,24,30,,
1499,24,30,,
1500,24,30,,
1501,24,30,,
1502,24,30,,
1503,24,30,,
1504,24,30,,
1505,24,30,,
1506,24,30,,
1507,24,30,,
1508,24,30,,
1509,24,30,,
1510,24,30,,
1511,24,30,,
1512,24,30,,
1513,24,30,,
1514,24,30,,
1515,24,30,,
1516,24,30,,
1517,24,30,,
1518,24,30,,
1519,24,30,,
1520,24,30,,
1521,24,30,,
1522,24,30,,
1523,24,30,,
1524,24,30,,
1525,24,30,,
1526,24,30,,
1527,24,30,,
1528,24,30,,
1529,24,30,,
1530,24,30,,
1531,24,30,,
1532,24,30,,
1533,24,30,,
1534,24,30,,
1535,24,30,,
1536,24,30,,
1537,24,30,,
1538,24,30,,
1539,24,30,,
1540,24,30,,
1541,24,30,,
1542,24,30,,
1543,24,30,,
1544,24,30,,
1545,24,30,,
1546,24,30,,
1547,24,30,,
1548,24,30,,
1549,24,30,,
1550,24,30,,
1551,24,30,,
1552,24,30,,
1553,24,30,,
1554,24,30,,
1555,24,30,,
1556,24,30,,
1557,24,30,,
1558,24,30,,
1559,24,30,,
1560,24,30,,
1561,24,30,,
1562,24,30,,
1563,24,30,,
1564,24,30,,
1565,24,30,,
1566,24,30,,
1567,24,30,,
1568,24,30,,
1569,24,30,,
1570,24,30,,
1571,24,30,,
1572,24,30,,
1573,24,30,,
1574,24,30,,
1575,24,30,,
1576,24,30,,
1577,24,30,,
1578,24,30,,
1579,24,30,,
1580,24,30,,
1581,24,30,,
1582,24,30,,
1583,24,30,,
1584,24,30,,
1585,24,30,,
1586,24,30,,
1587,24,30,,
1588,24,30,,
1589,24,30,,
1590,24,30,,
1591,24,30,,
1592,24,30,,
1593,24,30,,
1594,24,30,,
1595,24,30,,
1596,24,30,,
1597,24,30,,
1598,24,30,,
1599,24,30,,
1600,24,30,,
1601,24,30,,
1602,24,30,,
1603,24,30,,
1604,24,30,,
1605,24,30,,
1606,24,30,,
1607,24,30,,
1608,24,30,,
1609,24,30,,
1610,24,30,,
1611,24,30,,
1612,24,30,,
1613,24,30,,
1614,24,30,,
1615,24,30,,
1616,24,30,,
1617,24,30,,
1618,24,30,,
1619,24,30,,
1620,24,30,,
1621,24,30,,
1622,24,30,,
1623,24,30,,
1624,24,30,,
1625,24,30,,
1626,24,30,,
1627,24,30,,
1628,24,30,,
1629,24,30,,
1630,24,30,,
1631,24,30,,
1632,24,30,,
1633,24,30,,
1634,24,30,,
1635,24,30,,
1636,24,30,,
1637,24,30,,
1638,24,30,,
1639,24,30,,
1640,24,30,,
1641,24,30,,
1642,24,30,,
1643,24,30,,
1644,24,30,,
1645,24,30,,
1646,24,30,,
1647,24,30,,
1648,24,30,,
1649,24,30,,
1650,24,30,,
1651,24,30,,
1652,24,30,,
1653,24,30,,
1654,24,30,,
1655,24,30,,
1656,24,30,,
1657,24,30,,
1658,24,30,,
1659,24,30,,
1660,24,30,,
